doc_no,doc_type,placement_ref,doc_date,net_amount,currency,modified_at
INV-100304,INV,PL-000304,03/04/2023,24322.5,USD,05/04/2023 14:08
INV-100305,INV,PL-000305,28/04/2023,21057.6,GBP,29/04/2023 14:08
INV-100306,INV,PL-000306,24/04/2023,20538.0,GBP,26/04/2023 18:36
CRN-200029,CRN,PL-000306,31/05/2023,20538.0,GBP,31/05/2023 13:06
INV-100307,INV,PL-000307,10/05/2023,14260.0,USD,11/05/2023 14:58
INV-100308,INV,PL-000308,09/04/2023,36111.4,SGD,11/04/2023 19:57
INV-100309,INV,PL-000309,08/04/2023,17446.8,EUR,09/04/2023 18:16
INV-100310,INV,PL-000310,28/05/2023,102523.2,HKD,28/05/2023 09:33
INV-100311,INV,PL-000311,01/04/2023,22024.6,GBP,01/04/2023 08:04
INV-100312,INV,PL-000312,24/04/2023,34944.0,MYR,25/04/2023 09:23
INV-100313,INV,PL-000313,30/04/2023,35899.6,USD,01/05/2023 17:20
INV-100314,INV,PL-000314,14/05/2023,12640.0,GBP,14/05/2023 12:42
INV-100315,INV,PL-000315,14/05/2023,22537.8,SGD,15/05/2023 20:36
INV-100316,INV,PL-000316,21/04/2023,16161.6,EUR,23/04/2023 17:16
INV-100317,INV,PL-000317,06/04/2023,17848.2,USD,06/04/2023 18:20
INV-100318,INV,PL-000318,27/05/2023,13367.9,GBP,29/05/2023 10:57
CRN-200030,CRN,PL-000318,05/07/2023,6683.95,GBP,06/07/2023 12:05
INV-100319,INV,PL-000319,01/05/2023,22720.5,USD,02/05/2023 12:01
INV-100320,INV,PL-000320,15/05/2023,22282.4,GBP,16/05/2023 09:38
INV-100321,INV,PL-000321,30/04/2023,14968.8,EUR,30/04/2023 15:40
INV-100322,INV,PL-000322,21/05/2023,22661.0,CHF,22/05/2023 20:52
INV-100323,INV,PL-000323,10/04/2023,25434.1,SGD,10/04/2023 12:35
CRN-200031,CRN,PL-000323,23/05/2023,12717.05,SGD,25/05/2023 14:32
INV-100324,INV,PL-000324,27/05/2023,29535.0,MYR,27/05/2023 19:01
INV-100325,INV,PL-000325,23/05/2023,15169.0,USD,25/05/2023 15:33
INV-100326,INV,PL-000326,15/04/2023,26180.0,EUR,16/04/2023 12:37
INV-100327,INV,PL-000327,29/05/2023,14250.6,GBP,30/05/2023 09:07
INV-100328,INV,PL-000328,07/04/2023,27852.7,SGD,08/04/2023 15:04
INV-100329,INV,PL-000329,16/05/2023,11833.8,GBP,18/05/2023 12:47
CRN-200032,CRN,PL-000329,02/08/2023,2958.45,GBP,03/08/2023 18:22
INV-100330,INV,PL-000330,14/05/2023,29854.5,USD,16/05/2023 15:06
INV-100331,INV,PL-000331,09/04/2023,10752.5,EUR,10/04/2023 16:25
INV-100332,INV,PL-000332,14/05/2023,11052.8,GBP,16/05/2023 07:11
INV-100333,INV,PL-000333,04/05/2023,10896.5,EUR,06/05/2023 16:02
INV-100334,INV,PL-000334,12/05/2023,20050.8,SGD,12/05/2023 10:01
INV-100335,INV,PL-000335,09/05/2023,33030.0,CHF,10/05/2023 08:23
INV-100336,INV,PL-000336,29/05/2023,35829.5,USD,31/05/2023 07:40
INV-100337,INV,PL-000337,25/04/2023,16767.6,CHF,27/04/2023 17:46
INV-100338,INV,PL-000338,09/05/2023,13135.5,EUR,10/05/2023 13:59
INV-100339,INV,PL-000339,07/06/2023,18343.8,GBP,09/06/2023 10:37
INV-100340,INV,PL-000340,25/04/2023,29007.0,USD,26/04/2023 11:27
INV-100341,INV,PL-000341,20/05/2023,12960.0,USD,22/05/2023 17:26
INV-100342,INV,PL-000342,16/04/2023,22872.3,CHF,18/04/2023 08:26
INV-100343,INV,PL-000343,02/05/2023,25567.2,SGD,03/05/2023 13:11
INV-100344,INV,PL-000344,06/06/2023,27737.6,CHF,08/06/2023 15:13
INV-100345,INV,PL-000345,01/05/2023,12134.4,EUR,02/05/2023 15:08
INV-100346,INV,PL-000346,11/04/2023,22564.1,EUR,12/04/2023 08:25
CRN-200033,CRN,PL-000346,29/05/2023,11282.05,EUR,29/05/2023 20:19
INV-100347,INV,PL-000347,24/04/2023,27220.5,MYR,25/04/2023 08:55
INV-100348,INV,PL-000348,13/05/2023,21233.3,USD,14/05/2023 19:54
CRN-200034,CRN,PL-000348,31/05/2023,21233.3,USD,02/06/2023 18:18
INV-100349,INV,PL-000349,07/05/2023,19848.8,SGD,09/05/2023 11:45
INV-100350,INV,PL-000350,02/05/2023,20928.0,GBP,02/05/2023 09:55
INV-100351,INV,PL-000351,29/04/2023,16832.2,USD,30/04/2023 17:45
INV-100352,INV,PL-000352,12/05/2023,16607.1,EUR,13/05/2023 08:01
INV-100353,INV,PL-000353,29/04/2023,19950.0,SGD,01/05/2023 07:30
INV-100354,INV,PL-000354,09/05/2023,11437.5,GBP,09/05/2023 13:35
CRN-200035,CRN,PL-000354,20/06/2023,5718.75,GBP,22/06/2023 16:43
INV-100355,INV,PL-000355,21/05/2023,19195.2,CHF,23/05/2023 13:53
INV-100356,INV,PL-000356,29/04/2023,26809.0,USD,01/05/2023 19:28
INV-100357,INV,PL-000357,26/04/2023,16251.4,EUR,26/04/2023 15:18
INV-100358,INV,PL-000358,01/05/2023,15108.6,EUR,02/05/2023 15:05
INV-100359,INV,PL-000359,16/04/2023,12831.6,EUR,18/04/2023 09:05
INV-100360,INV,PL-000360,31/05/2023,38707.4,USD,31/05/2023 07:04
INV-100361,INV,PL-000361,02/06/2023,155319.5,HKD,04/06/2023 16:09
INV-100362,INV,PL-000362,19/05/2023,16867.5,GBP,21/05/2023 13:35
INV-100363,INV,PL-000363,08/06/2023,12620.4,EUR,08/06/2023 08:59
INV-100364,INV,PL-000364,21/05/2023,11332.2,GBP,22/05/2023 12:04
INV-100365,INV,PL-000365,17/05/2023,11913.0,EUR,19/05/2023 15:08
INV-100366,INV,PL-000366,12/05/2023,12295.8,EUR,12/05/2023 08:00
INV-100367,INV,PL-000367,15/05/2023,14592.0,EUR,15/05/2023 11:06
INV-100368,INV,PL-000368,21/05/2023,16539.6,GBP,23/05/2023 18:36
INV-100369,INV,PL-000369,24/05/2023,30580.6,USD,25/05/2023 16:44
INV-100370,INV,PL-000370,18/05/2023,10421.0,GBP,20/05/2023 17:58
INV-100371,INV,PL-000371,02/06/2023,29478.6,GBP,04/06/2023 07:44
INV-100372,INV,PL-000372,10/05/2023,12619.5,GBP,12/05/2023 11:47
INV-100373,INV,PL-000373,27/05/2023,16256.5,EUR,27/05/2023 14:37
CRN-200036,CRN,PL-000373,08/08/2023,8128.25,EUR,08/08/2023 10:29
INV-100374,INV,PL-000374,26/04/2023,128135.4,HKD,26/04/2023 11:48
INV-100375,INV,PL-000375,13/06/2023,24672.0,USD,15/06/2023 12:14
INV-100376,INV,PL-000376,29/05/2023,101136.0,HKD,31/05/2023 11:30
INV-100377,INV,PL-000377,26/05/2023,13856.5,EUR,27/05/2023 14:44
INV-100378,INV,PL-000378,26/04/2023,10584.4,EUR,27/04/2023 14:47
INV-100379,INV,PL-000379,08/05/2023,28728.0,USD,09/05/2023 08:37
INV-100380,INV,PL-000380,12/05/2023,16753.4,EUR,13/05/2023 13:46
INV-100381,INV,PL-000381,30/05/2023,37666.0,MYR,30/05/2023 15:54
INV-100382,INV,PL-000382,11/05/2023,17828.7,USD,13/05/2023 17:57
INV-100383,INV,PL-000383,08/05/2023,11938.0,GBP,09/05/2023 15:43
INV-100384,INV,PL-000384,21/06/2023,18760.0,EUR,23/06/2023 11:39
INV-100385,INV,PL-000385,13/06/2023,10921.8,EUR,14/06/2023 07:26
CRN-200037,CRN,PL-000385,06/08/2023,5460.9,EUR,07/08/2023 17:54
INV-100386,INV,PL-000386,17/05/2023,12257.0,GBP,19/05/2023 12:38
INV-100387,INV,PL-000387,06/06/2023,24281.6,GBP,07/06/2023 10:41
INV-100388,INV,PL-000388,28/05/2023,11753.0,GBP,28/05/2023 07:25
INV-100389,INV,PL-000389,18/06/2023,17213.5,GBP,18/06/2023 15:50
CRN-200038,CRN,PL-000389,07/08/2023,8606.75,GBP,09/08/2023 18:39
INV-100390,INV,PL-000390,08/06/2023,15859.2,CHF,08/06/2023 08:45
INV-100391,INV,PL-000391,24/04/2023,19652.4,GBP,25/04/2023 16:10
INV-100392,INV,PL-000392,31/05/2023,15792.0,EUR,02/06/2023 20:32
INV-100393,INV,PL-000393,02/05/2023,23004.0,CHF,02/05/2023 10:38
INV-100394,INV,PL-000394,14/06/2023,12870.2,EUR,16/06/2023 14:03
INV-100395,INV,PL-000395,30/05/2023,22918.5,CHF,31/05/2023 11:23
INV-100396,INV,PL-000396,19/05/2023,12276.0,EUR,20/05/2023 07:40
INV-100397,INV,PL-000397,12/06/2023,22518.0,GBP,12/06/2023 18:32
INV-100398,INV,PL-000398,28/05/2023,13226.8,GBP,29/05/2023 08:45
INV-100399,INV,PL-000399,26/04/2023,37620.0,USD,26/04/2023 18:28
INV-100400,INV,PL-000400,08/05/2023,22282.8,USD,08/05/2023 14:29
INV-100401,INV,PL-000401,04/05/2023,10359.6,GBP,06/05/2023 18:15
INV-100402,INV,PL-000402,11/06/2023,21537.8,CHF,12/06/2023 14:08
INV-100403,INV,PL-000403,02/06/2023,19110.0,USD,03/06/2023 19:31
INV-100404,INV,PL-000404,01/06/2023,21070.5,GBP,02/06/2023 15:27
INV-100405,INV,PL-000405,12/05/2023,20309.8,GBP,14/05/2023 09:06
INV-100406,INV,PL-000406,13/05/2023,19504.8,USD,13/05/2023 19:24
INV-100407,INV,PL-000407,24/05/2023,23234.5,USD,24/05/2023 17:34
INV-100408,INV,PL-000408,31/05/2023,12919.5,EUR,31/05/2023 09:14
INV-100409,INV,PL-000409,06/05/2023,11543.4,GBP,07/05/2023 07:34
INV-100410,INV,PL-000410,15/05/2023,20496.0,USD,16/05/2023 11:10
INV-100411,INV,PL-000411,22/05/2023,12875.3,EUR,24/05/2023 20:42
INV-100412,INV,PL-000412,08/05/2023,17763.0,EUR,08/05/2023 08:15
INV-100413,INV,PL-000413,18/06/2023,17146.8,GBP,20/06/2023 09:20
INV-100414,INV,PL-000414,08/05/2023,18543.6,EUR,10/05/2023 15:51
CRN-200039,CRN,PL-000414,14/06/2023,18543.6,EUR,16/06/2023 16:38
INV-100415,INV,PL-000415,22/06/2023,16906.5,USD,23/06/2023 11:48
INV-100416,INV,PL-000416,15/06/2023,14515.2,EUR,15/06/2023 14:33
INV-100417,INV,PL-000417,04/06/2023,16892.5,GBP,04/06/2023 15:12
INV-100418,INV,PL-000418,21/06/2023,15780.5,EUR,21/06/2023 14:32
INV-100419,INV,PL-000419,25/06/2023,10465.0,GBP,25/06/2023 09:04
CRN-200040,CRN,PL-000419,24/08/2023,5232.5,GBP,25/08/2023 08:16
INV-100420,INV,PL-000420,15/05/2023,13731.3,EUR,16/05/2023 08:18
INV-100421,INV,PL-000421,19/06/2023,12425.0,EUR,20/06/2023 17:18
CRN-200041,CRN,PL-000421,25/07/2023,6212.5,EUR,26/07/2023 13:00
INV-100422,INV,PL-000422,03/05/2023,13277.0,EUR,03/05/2023 08:58
INV-100423,INV,PL-000423,12/05/2023,24078.6,USD,12/05/2023 07:07
INV-100424,INV,PL-000424,08/06/2023,11475.2,GBP,10/06/2023 11:42
INV-100425,INV,PL-000425,15/05/2023,118053.0,HKD,15/05/2023 11:21
INV-100426,INV,PL-000426,13/06/2023,8448.8,GBP,14/06/2023 07:33
INV-100427,INV,PL-000427,20/06/2023,12911.7,GBP,20/06/2023 16:28
INV-100428,INV,PL-000428,15/06/2023,20155.2,EUR,16/06/2023 08:21
INV-100429,INV,PL-000429,22/05/2023,15710.2,GBP,23/05/2023 11:39
INV-100430,INV,PL-000430,16/06/2023,10546.5,GBP,17/06/2023 16:14
INV-100431,INV,PL-000431,29/06/2023,13410.0,GBP,01/07/2023 19:43
INV-100432,INV,PL-000432,08/06/2023,19138.4,GBP,09/06/2023 16:43
INV-100433,INV,PL-000433,19/05/2023,16713.2,GBP,19/05/2023 15:32
INV-100434,INV,PL-000434,27/06/2023,20868.0,CHF,28/06/2023 14:15
INV-100435,INV,PL-000435,29/05/2023,9936.5,EUR,30/05/2023 07:48
INV-100436,INV,PL-000436,26/06/2023,16290.0,GBP,27/06/2023 12:35
INV-100437,INV,PL-000437,08/05/2023,16443.7,GBP,10/05/2023 18:21
INV-100438,INV,PL-000438,26/06/2023,23199.4,EUR,27/06/2023 14:44
CRN-200042,CRN,PL-000438,20/08/2023,11599.7,EUR,21/08/2023 08:27
INV-100439,INV,PL-000439,25/06/2023,23600.4,USD,26/06/2023 20:33
INV-100440,INV,PL-000440,19/05/2023,28464.8,CHF,20/05/2023 11:02
INV-100441,INV,PL-000441,26/05/2023,119220.4,HKD,26/05/2023 07:41
CRN-200043,CRN,PL-000441,15/07/2023,59610.2,HKD,17/07/2023 10:09
INV-100442,INV,PL-000442,22/05/2023,18122.7,GBP,24/05/2023 09:23
INV-100443,INV,PL-000443,11/06/2023,24263.0,CHF,13/06/2023 10:02
INV-100444,INV,PL-000444,01/06/2023,23030.8,USD,01/06/2023 11:51
INV-100445,INV,PL-000445,16/05/2023,13680.0,EUR,18/05/2023 17:32
INV-100446,INV,PL-000446,23/06/2023,29568.8,USD,25/06/2023 19:54
INV-100447,INV,PL-000447,17/06/2023,11558.1,EUR,19/06/2023 14:49
INV-100448,INV,PL-000448,14/05/2023,22372.2,USD,15/05/2023 15:57
INV-100449,INV,PL-000449,08/06/2023,16360.0,GBP,08/06/2023 08:03
INV-100450,INV,PL-000450,25/06/2023,11071.2,EUR,26/06/2023 19:31
INV-100451,INV,PL-000451,29/06/2023,13968.0,EUR,30/06/2023 14:19
INV-100452,INV,PL-000452,19/05/2023,16176.6,GBP,20/05/2023 08:08
CRN-200044,CRN,PL-000452,05/08/2023,4044.15,GBP,06/08/2023 13:15
INV-100453,INV,PL-000453,28/05/2023,9430.2,EUR,28/05/2023 10:52
INV-100454,INV,PL-000454,12/06/2023,10389.9,EUR,13/06/2023 17:42
INV-100455,INV,PL-000455,27/06/2023,14497.6,USD,29/06/2023 16:14
INV-100456,INV,PL-000456,04/06/2023,15632.5,GBP,05/06/2023 19:11
CRN-200045,CRN,PL-000456,02/07/2023,15632.5,GBP,03/07/2023 14:47
INV-100457,INV,PL-000457,03/07/2023,15540.0,GBP,04/07/2023 07:55
INV-100458,INV,PL-000458,09/06/2023,28031.3,MYR,09/06/2023 17:40
INV-100459,INV,PL-000459,14/06/2023,13029.6,GBP,16/06/2023 07:00
INV-100460,INV,PL-000460,20/05/2023,28730.5,SGD,21/05/2023 16:22
INV-100461,INV,PL-000461,20/06/2023,12690.0,EUR,22/06/2023 10:29
INV-100462,INV,PL-000462,25/06/2023,14420.5,GBP,27/06/2023 09:56
INV-100463,INV,PL-000463,28/06/2023,11959.9,EUR,30/06/2023 17:43
INV-100464,INV,PL-000464,01/07/2023,16144.5,GBP,03/07/2023 18:19
INV-100465,INV,PL-000465,14/06/2023,24620.5,CHF,15/06/2023 16:30
INV-100466,INV,PL-000466,08/06/2023,17841.0,EUR,10/06/2023 18:29
INV-100467,INV,PL-000467,10/06/2023,15170.0,GBP,10/06/2023 10:06
INV-100468,INV,PL-000468,24/06/2023,27216.0,MYR,24/06/2023 17:28
INV-100469,INV,PL-000469,17/06/2023,14021.7,EUR,19/06/2023 09:22
INV-100470,INV,PL-000470,22/06/2023,30492.0,SGD,22/06/2023 10:24
INV-100471,INV,PL-000471,07/06/2023,20022.0,GBP,07/06/2023 18:15
INV-100472,INV,PL-000472,19/05/2023,14210.4,EUR,19/05/2023 11:25
INV-100473,INV,PL-000473,26/06/2023,9065.0,EUR,26/06/2023 08:37
INV-100474,INV,PL-000474,06/06/2023,113220.8,HKD,07/06/2023 20:29
INV-100475,INV,PL-000475,19/06/2023,25623.0,USD,21/06/2023 20:15
INV-100476,INV,PL-000476,27/05/2023,22976.4,USD,29/05/2023 10:48
INV-100477,INV,PL-000477,19/06/2023,27747.2,USD,21/06/2023 18:54
CRN-200046,CRN,PL-000477,09/09/2023,6936.8,USD,09/09/2023 19:40
INV-100478,INV,PL-000478,04/06/2023,15376.1,EUR,05/06/2023 08:53
INV-100479,INV,PL-000479,12/06/2023,22661.0,SGD,13/06/2023 08:04
INV-100480,INV,PL-000480,04/07/2023,17886.8,USD,04/07/2023 14:41
INV-100481,INV,PL-000481,02/07/2023,21726.0,GBP,02/07/2023 14:27
CRN-200047,CRN,PL-000481,01/09/2023,10863.0,GBP,03/09/2023 16:48
INV-100482,INV,PL-000482,12/07/2023,18910.8,GBP,12/07/2023 17:44
INV-100483,INV,PL-000483,17/07/2023,34632.3,CHF,18/07/2023 20:18
INV-100484,INV,PL-000484,09/07/2023,12792.0,GBP,11/07/2023 20:06
INV-100485,INV,PL-000485,04/06/2023,20008.0,USD,06/06/2023 16:33
INV-100486,INV,PL-000486,09/06/2023,162279.0,HKD,11/06/2023 12:52
INV-100487,INV,PL-000487,14/06/2023,24019.3,CHF,16/06/2023 14:21
INV-100488,INV,PL-000488,17/06/2023,12818.4,GBP,17/06/2023 15:38
INV-100489,INV,PL-000489,22/06/2023,28683.6,MYR,22/06/2023 16:23
INV-100490,INV,PL-000490,28/06/2023,14682.8,EUR,30/06/2023 10:52
INV-100491,INV,PL-000491,26/05/2023,12863.9,EUR,26/05/2023 20:38
INV-100492,INV,PL-000492,08/07/2023,11100.3,GBP,09/07/2023 07:13
INV-100493,INV,PL-000493,08/06/2023,36571.5,SGD,10/06/2023 14:30
INV-100494,INV,PL-000494,06/06/2023,34119.0,MYR,08/06/2023 19:30
CRN-200048,CRN,PL-000494,25/06/2023,34119.0,MYR,25/06/2023 09:22
INV-100495,INV,PL-000495,01/07/2023,16660.0,USD,03/07/2023 19:42
INV-100496,INV,PL-000496,07/06/2023,13790.4,EUR,07/06/2023 20:52
INV-100497,INV,PL-000497,10/07/2023,19157.2,USD,11/07/2023 13:04
INV-100498,INV,PL-000498,16/06/2023,15957.0,GBP,16/06/2023 16:49
INV-100499,INV,PL-000499,05/07/2023,28006.0,SGD,05/07/2023 11:37
INV-100500,INV,PL-000500,22/07/2023,20907.7,EUR,24/07/2023 10:28
CRN-200049,CRN,PL-000500,28/08/2023,20907.7,EUR,30/08/2023 17:04
INV-100501,INV,PL-000501,09/06/2023,26127.7,USD,11/06/2023 17:06
INV-100502,INV,PL-000502,30/06/2023,15713.1,GBP,30/06/2023 10:15
INV-100503,INV,PL-000503,02/06/2023,29799.6,CHF,03/06/2023 10:34
INV-100504,INV,PL-000504,23/06/2023,30817.2,GBP,25/06/2023 20:01
INV-100505,INV,PL-000505,13/07/2023,24210.9,CHF,14/07/2023 19:33
INV-100506,INV,PL-000506,01/07/2023,111460.8,HKD,02/07/2023 07:19
INV-100507,INV,PL-000507,04/06/2023,15094.4,GBP,05/06/2023 16:58
INV-100508,INV,PL-000508,21/06/2023,16675.2,GBP,21/06/2023 12:30
INV-100509,INV,PL-000509,26/07/2023,21898.8,GBP,26/07/2023 13:02
INV-100510,INV,PL-000510,22/06/2023,18439.2,EUR,24/06/2023 11:46
INV-100511,INV,PL-000511,19/06/2023,24956.0,USD,20/06/2023 07:35
INV-100512,INV,PL-000512,12/06/2023,19068.0,EUR,12/06/2023 09:46
INV-100513,INV,PL-000513,26/07/2023,28829.0,GBP,26/07/2023 09:53
INV-100514,INV,PL-000514,05/06/2023,12948.2,GBP,06/06/2023 12:41
CRN-200050,CRN,PL-000514,22/06/2023,12948.2,GBP,24/06/2023 14:02
INV-100515,INV,PL-000515,09/07/2023,15681.2,EUR,11/07/2023 13:21
INV-100516,INV,PL-000516,06/06/2023,17291.4,USD,08/06/2023 20:29
INV-100517,INV,PL-000517,06/06/2023,28432.5,GBP,08/06/2023 09:26
INV-100518,INV,PL-000518,06/07/2023,21401.9,USD,08/07/2023 07:36
INV-100519,INV,PL-000519,25/06/2023,12708.6,EUR,27/06/2023 17:02
INV-100520,INV,PL-000520,26/07/2023,17608.5,EUR,28/07/2023 10:02
INV-100521,INV,PL-000521,01/08/2023,15206.4,GBP,03/08/2023 11:23
INV-100522,INV,PL-000522,15/07/2023,13708.8,GBP,16/07/2023 19:02
INV-100523,INV,PL-000523,26/07/2023,14001.5,GBP,26/07/2023 17:58
INV-100524,INV,PL-000524,25/06/2023,20482.7,EUR,27/06/2023 10:57
INV-100525,INV,PL-000525,05/07/2023,10507.2,EUR,07/07/2023 17:59
CRN-200051,CRN,PL-000525,22/08/2023,5253.6,EUR,23/08/2023 08:19
INV-100526,INV,PL-000526,19/07/2023,13690.4,EUR,19/07/2023 17:22
INV-100527,INV,PL-000527,05/07/2023,13556.9,EUR,06/07/2023 16:43
INV-100528,INV,PL-000528,31/07/2023,29532.4,CHF,01/08/2023 09:34
INV-100529,INV,PL-000529,29/06/2023,121411.1,HKD,29/06/2023 14:04
INV-100530,INV,PL-000530,16/06/2023,18780.6,GBP,16/06/2023 18:54
INV-100531,INV,PL-000531,24/06/2023,18271.5,EUR,26/06/2023 11:18
CRN-200052,CRN,PL-000531,16/07/2023,18271.5,EUR,17/07/2023 20:35
INV-100532,INV,PL-000532,31/07/2023,19322.9,GBP,02/08/2023 19:46
INV-100533,INV,PL-000533,18/06/2023,23669.8,EUR,20/06/2023 15:56
INV-100534,INV,PL-000534,07/07/2023,17377.5,CHF,08/07/2023 07:27
INV-100535,INV,PL-000535,31/07/2023,20112.0,SGD,02/08/2023 11:40
INV-100536,INV,PL-000536,24/07/2023,21532.1,CHF,25/07/2023 20:06
INV-100537,INV,PL-000537,03/08/2023,18266.4,EUR,03/08/2023 08:26
INV-100538,INV,PL-000538,23/06/2023,15555.6,GBP,25/06/2023 09:40
INV-100539,INV,PL-000539,25/07/2023,15108.1,GBP,25/07/2023 12:33
INV-100540,INV,PL-000540,12/06/2023,12028.5,EUR,14/06/2023 17:23
INV-100541,INV,PL-000541,12/07/2023,13554.8,USD,13/07/2023 11:19
INV-100542,INV,PL-000542,12/07/2023,39905.0,MYR,14/07/2023 19:45
INV-100543,INV,PL-000543,17/07/2023,23890.2,CHF,17/07/2023 19:52
INV-100544,INV,PL-000544,30/07/2023,32791.5,CHF,31/07/2023 08:51
INV-100545,INV,PL-000545,25/06/2023,16060.2,EUR,26/06/2023 14:46
INV-100546,INV,PL-000546,31/07/2023,18386.4,EUR,01/08/2023 08:00
INV-100547,INV,PL-000547,03/07/2023,14128.8,EUR,04/07/2023 07:49
INV-100548,INV,PL-000548,01/08/2023,20043.0,USD,01/08/2023 07:05
INV-100549,INV,PL-000549,18/06/2023,22768.3,EUR,20/06/2023 07:27
INV-100550,INV,PL-000550,21/06/2023,13986.7,EUR,22/06/2023 08:38
INV-100551,INV,PL-000551,17/07/2023,17130.2,CHF,17/07/2023 07:19
INV-100552,INV,PL-000552,10/07/2023,17998.2,GBP,11/07/2023 10:03
INV-100553,INV,PL-000553,07/08/2023,116292.1,HKD,09/08/2023 12:38
INV-100554,INV,PL-000554,04/07/2023,20273.8,CHF,05/07/2023 10:20
INV-100555,INV,PL-000555,25/07/2023,11362.8,GBP,27/07/2023 14:21
CRN-200053,CRN,PL-000555,18/09/2023,5681.4,GBP,18/09/2023 11:34
INV-100556,INV,PL-000556,23/06/2023,19866.0,CHF,25/06/2023 18:36
INV-100557,INV,PL-000557,11/07/2023,36543.0,MYR,11/07/2023 10:08
INV-100558,INV,PL-000558,21/06/2023,17803.0,GBP,23/06/2023 11:38
INV-100559,INV,PL-000559,23/07/2023,14191.3,GBP,25/07/2023 14:04
INV-100560,INV,PL-000560,14/07/2023,120099.0,HKD,14/07/2023 13:01
INV-100561,INV,PL-000561,10/08/2023,14265.6,EUR,11/08/2023 18:21
INV-100562,INV,PL-000562,27/06/2023,29960.7,USD,29/06/2023 15:01
INV-100563,INV,PL-000563,03/07/2023,20223.0,EUR,04/07/2023 19:52
INV-100564,INV,PL-000564,23/06/2023,25615.0,CHF,23/06/2023 11:51
INV-100565,INV,PL-000565,19/07/2023,12406.8,EUR,21/07/2023 11:27
INV-100566,INV,PL-000566,04/08/2023,14802.5,EUR,06/08/2023 09:15
INV-100567,INV,PL-000567,11/08/2023,13499.2,GBP,13/08/2023 07:49
INV-100568,INV,PL-000568,24/07/2023,8293.5,EUR,26/07/2023 11:18
INV-100569,INV,PL-000569,16/07/2023,29140.0,EUR,17/07/2023 07:25
INV-100570,INV,PL-000570,13/07/2023,12448.5,EUR,14/07/2023 15:24
INV-100571,INV,PL-000571,07/07/2023,17933.3,EUR,07/07/2023 07:46
INV-100572,INV,PL-000572,26/07/2023,26481.6,EUR,28/07/2023 14:05
INV-100573,INV,PL-000573,11/07/2023,16916.8,USD,11/07/2023 18:13
INV-100574,INV,PL-000574,18/08/2023,39222.7,MYR,18/08/2023 08:39
INV-100575,INV,PL-000575,04/08/2023,13178.8,GBP,06/08/2023 15:30
INV-100576,INV,PL-000576,14/07/2023,13810.5,EUR,16/07/2023 11:13
INV-100577,INV,PL-000577,22/06/2023,20754.8,EUR,23/06/2023 19:31
INV-100578,INV,PL-000578,29/06/2023,21582.4,GBP,29/06/2023 07:02
INV-100579,INV,PL-000579,31/07/2023,21973.6,USD,02/08/2023 13:12
INV-100580,INV,PL-000580,26/07/2023,18554.4,EUR,26/07/2023 17:08
INV-100581,INV,PL-000581,12/08/2023,35300.7,USD,12/08/2023 14:30
INV-100582,INV,PL-000582,27/07/2023,7536.0,EUR,28/07/2023 12:20
INV-100583,INV,PL-000583,28/06/2023,13392.7,EUR,28/06/2023 07:50
INV-100584,INV,PL-000584,10/07/2023,14002.4,EUR,12/07/2023 12:28
INV-100585,INV,PL-000585,01/08/2023,19413.5,GBP,01/08/2023 19:02
INV-100586,INV,PL-000586,10/08/2023,24967.2,USD,10/08/2023 11:49
INV-100587,INV,PL-000587,29/07/2023,12432.0,CHF,29/07/2023 13:07
INV-100588,INV,PL-000588,17/07/2023,23351.2,SGD,19/07/2023 08:39
INV-100589,INV,PL-000589,20/08/2023,18069.9,EUR,22/08/2023 07:32
INV-100590,INV,PL-000590,04/08/2023,16489.1,CHF,05/08/2023 14:54
INV-100591,INV,PL-000591,23/07/2023,13628.7,GBP,25/07/2023 19:21
INV-100592,INV,PL-000592,01/07/2023,17510.4,EUR,02/07/2023 13:48
INV-100593,INV,PL-000593,29/08/2023,15885.9,EUR,29/08/2023 07:13
INV-100594,INV,PL-000594,16/08/2023,26082.9,USD,17/08/2023 18:13
INV-100595,INV,PL-000595,21/07/2023,9857.6,EUR,22/07/2023 19:22
INV-100596,INV,PL-000596,02/08/2023,19496.4,GBP,04/08/2023 10:03
INV-100597,INV,PL-000597,19/08/2023,14417.1,GBP,21/08/2023 10:55
INV-100598,INV,PL-000598,20/07/2023,13908.0,EUR,20/07/2023 07:25
INV-100599,INV,PL-000599,28/07/2023,20209.1,USD,30/07/2023 16:42
CRN-200054,CRN,PL-000599,18/10/2023,5052.27,USD,19/10/2023 16:45
INV-100600,INV,PL-000600,19/08/2023,14784.0,GBP,21/08/2023 13:23
CRN-200055,CRN,PL-000600,09/09/2023,14784.0,GBP,10/09/2023 20:24
INV-100601,INV,PL-000601,20/08/2023,48528.2,MYR,20/08/2023 12:29
CRN-200056,CRN,PL-000601,14/10/2023,24264.1,MYR,16/10/2023 12:24
INV-100602,INV,PL-000602,11/07/2023,17818.8,EUR,11/07/2023 07:49
INV-100603,INV,PL-000603,30/07/2023,18476.4,GBP,31/07/2023 18:33
INV-100604,INV,PL-000604,11/07/2023,19674.2,USD,11/07/2023 11:23
INV-100605,INV,PL-000605,10/08/2023,13449.8,EUR,11/08/2023 15:05
INV-100606,INV,PL-000606,21/07/2023,11637.5,GBP,21/07/2023 10:35
INV-100607,INV,PL-000607,24/07/2023,109166.4,HKD,25/07/2023 10:14
